piece_title,composer,year_of_composition,era,piece_slug
Der Guguck,"Hindemith, Paul",1923 (Nos.1-6)1925-06-25 in Frankfurt (No.7),Modern,hindemith-paul-der-guguck
Dicebat Jesus scribis et pharisaeis,"Hindemith, Paul",1959,Modern,hindemith-paul-dicebat-jesus-scribis-et-pharisaeis
Dixit Jesus Petro,"Hindemith, Paul",1959,Modern,hindemith-paul-dixit-jesus-petro
Double Bass Sonata,"Hindemith, Paul","1949 August, Taos",Modern,hindemith-paul-double-bass-sonata
Du mußt dir Alles geben,"Hindemith, Paul",1930,Modern,hindemith-paul-du-mut-dir-alles-geben
Duet for Viola and Cello,"Hindemith, Paul",1934-01-23,Modern,hindemith-paul-duet-for-viola-and-cello
Echo,"Hindemith, Paul",1942 December,Modern,hindemith-paul-echo
Eine lichte Mitternacht,"Hindemith, Paul",1929,Modern,hindemith-paul-eine-lichte-mitternacht
English Horn Sonata,"Hindemith, Paul","1941-08-27, Richmond, Massachusetts",Modern,hindemith-paul-english-horn-sonata
9 English Songs,"Hindemith, Paul","1942-43, New Haven",Modern,hindemith-paul-9-english-songs
Erat Joseph et Maria,"Hindemith, Paul",1959,Modern,hindemith-paul-erat-joseph-et-maria
Erster Schnee,"Hindemith, Paul",1939-10-26 in Bluche,Modern,hindemith-paul-erster-schnee
Exiit edictum,"Hindemith, Paul",1940 (first version)1960 (revised version),Modern,hindemith-paul-exiit-edictum
Flute Sonata,"Hindemith, Paul",1936,Modern,hindemith-paul-flute-sonata
The Four Temperaments,"Hindemith, Paul","1940-11-01, New Haven",Modern,hindemith-paul-the-four-temperaments
A Frog He Went A-Courting,"Hindemith, Paul","1941-11-07, New Haven",Modern,hindemith-paul-a-frog-he-went-acourting
Fünfstimmige Madrigale,"Hindemith, Paul",1958,Modern,hindemith-paul-fnfstimmige-madrigale
Fürst Kraft,"Hindemith, Paul",1930,Modern,hindemith-paul-frst-kraft
Die Harmonie der Welt Symphony,"Hindemith, Paul",1951,Modern,hindemith-paul-die-harmonie-der-welt-symphony
Die Harmonie der Welt,"Hindemith, Paul",1956-571956 May and August (vocal score)1957-05-30 (full score),Modern,hindemith-paul-die-harmonie-der-welt
Harp Sonata,"Hindemith, Paul","1939 Late September, Bluche.",Modern,hindemith-paul-harp-sonata
Hérodiade,"Hindemith, Paul","1944-06-30, New Haven (Full Score)1944 Early July, West Southport, Maine (Piano Reduction)",Modern,hindemith-paul-hrodiade
"Hin und zurück, Op.45a","Hindemith, Paul","1927-05-(9-12), Frankfurt am Main (score)Vocal score completed later that month",Modern,hindemith-paul-hin-und-zurck-op45a
Horn Concerto,"Hindemith, Paul",1949 February-March,Modern,hindemith-paul-horn-concerto
Horn Sonata,"Hindemith, Paul","1939 October-November, Bluche",Modern,hindemith-paul-horn-sonata
"3 Hymnen, Op.14","Hindemith, Paul","1919 (July-August), Frankfurt am Main and Noordwijk  1919/07/03 in Frankfurt  1919/08/06 in Frankfurt  1919/08/06 in Frankfurt",Modern,hindemith-paul-3-hymnen-op14
"Kammermusik No.1, Op.24 No.1","Hindemith, Paul",1922 (January-February),Modern,hindemith-paul-kammermusik-no1-op24-no1
"Kammermusik No.2, Op.36 No.1","Hindemith, Paul","1924 July September, Donaueschingen and Frankfurt",Modern,hindemith-paul-kammermusik-no2-op36-no1
"Kammermusik No.3, Op.36 No.2","Hindemith, Paul",1924 August–1925 March (Spring),Modern,hindemith-paul-kammermusik-no3-op36-no2
"Kammermusik No.4, Op.36 No.3","Hindemith, Paul",1925,Modern,hindemith-paul-kammermusik-no4-op36-no3
"Kammermusik No.5, Op.36 No.4","Hindemith, Paul",1927,Modern,hindemith-paul-kammermusik-no5-op36-no4
"Kammermusik No.6, Op.46 No.1","Hindemith, Paul","1927 August-September, St. Wolfgang and Frnakfurt (original version)1929 (""definitive"" version)",Modern,hindemith-paul-kammermusik-no6-op46-no1
"Kammermusik No.7, Op.46 No.2","Hindemith, Paul",1927 (Late) in Berlin,Modern,hindemith-paul-kammermusik-no7-op46-no2
Kanonische Duette,"Hindemith, Paul",1931,Modern,hindemith-paul-kanonische-duette
"Kanonische Sonatine, Op.31 No.3","Hindemith, Paul",1923 August-September,Modern,hindemith-paul-kanonische-sonatine-op31-no3
"Klaviermusik, Op.37","Hindemith, Paul",1924 December - 1925 January (Erster Teil)1926 November-December (Zweiter Teil),Modern,hindemith-paul-klaviermusik-op37
"Kleine Kammermusik, Op.24 No.2","Hindemith, Paul",1922,Modern,hindemith-paul-kleine-kammermusik-op24-no2
"Kleine Sonate, Op.25 No.2","Hindemith, Paul",1922 May,Modern,hindemith-paul-kleine-sonate-op25-no2
Des kleinen Elektromusikers Lieblinge,"Hindemith, Paul",1930,Modern,hindemith-paul-des-kleinen-elektromusikers-lieblinge
"Konzertmusik für Blasorchester, Op.41","Hindemith, Paul",1926,Modern,hindemith-paul-konzertmusik-fr-blasorchester-op41
"Konzertmusik für Klavier, Blechbläser und Harfen, Op.49","Hindemith, Paul",1930,Modern,hindemith-paul-konzertmusik-fr-klavier-blechblser-und-harfen-op49
"Konzertmusik für Streichorchester und Blechbläser, Op.50","Hindemith, Paul",1930 November-December,Modern,hindemith-paul-konzertmusik-fr-streichorchester-und-blechblser-op50
"Konzertmusik, Op.48","Hindemith, Paul",1929 Fall-1930 Feburary (frühe Fassung)1930 July-September (definitive Fassung),Modern,hindemith-paul-konzertmusik-op48
Konzertstück für ein Trautonium mit Begleitung des Streichorchesters,"Hindemith, Paul",1930,Modern,hindemith-paul-konzertstck-fr-ein-trautonium-mit-begleitung-des-streichorchesters
Lehrstück,"Hindemith, Paul",1929 May-June (possibly),Modern,hindemith-paul-lehrstck
3 Leichte Stücke,"Hindemith, Paul","1938 April, en route to the United States.",Modern,hindemith-paul-3-leichte-stcke
14 Leichte Stücke,"Hindemith, Paul",1931,Modern,hindemith-paul-14-leichte-stcke
"Lieder für Singkreise, Op.43 No.2","Hindemith, Paul",1926,Modern,hindemith-paul-lieder-fr-singkreise-op43-no2
"Lieder nach alten Texten, Op.33","Hindemith, Paul",1923 (Nos.1-6)1925-06-25 in Frankfurt (No.7),Modern,hindemith-paul-lieder-nach-alten-texten-op33
6 Lieder nach Gedichten von Hölderlin,"Hindemith, Paul","1933 (Nos.5-6), 1935 (Nos.1-4)",Modern,hindemith-paul-6-lieder-nach-gedichten-von-hlderlin
"8 Lieder, Op.18","Hindemith, Paul","1920 (March-April), Frankfurt",Modern,hindemith-paul-8-lieder-op18
Ludus Tonalis,"Hindemith, Paul",1942 August-October,Modern,hindemith-paul-ludus-tonalis
"Das Marienleben, Op.27","Hindemith, Paul",1922 June - 1923 July (A)1935-48 (B),Modern,hindemith-paul-das-marienleben-op27
Marsch für Orchester über den alten 'Schweizerton',"Hindemith, Paul",1960-05-24 in Blonay,Modern,hindemith-paul-marsch-fr-orchester-ber-den-alten-schweizerton
Mathis der Maler Symphony,"Hindemith, Paul","1933/34 November-Feburary, Berlin",Modern,hindemith-paul-mathis-der-maler-symphony
Mathis der Maler,"Hindemith, Paul",1933 June - 1934 November (Libretto)1934-08-09 (Vocal Score)1935-07-20 (Full Score),Modern,hindemith-paul-mathis-der-maler
"Melancholie, Op.13","Hindemith, Paul",1917 (late) to 1919 (summer),Modern,hindemith-paul-melancholie-op13
Messe,"Hindemith, Paul",1963 August 21st-September 6th,Modern,hindemith-paul-messe
Minimax,"Hindemith, Paul",1923,Modern,hindemith-paul-minimax
"Mörder, Hoffnung der Frauen, Op.12","Hindemith, Paul","1919; sketches completed 18th of July, Noordwijk; score completed 9th of August",Modern,hindemith-paul-mrder-hoffnung-der-frauen-op12
Musica divinas laudes,"Hindemith, Paul",1949,Modern,hindemith-paul-musica-divinas-laudes
"Neues vom Tage, Ouvertüre mit Konzertschluß","Hindemith, Paul",1929-30,Modern,hindemith-paul-neues-vom-tage-ouvertre-mit-konzertschlu
Neues vom Tage,"Hindemith, Paul","1928 spring - 1929 spring (original)1953 christmas - 1954 feburary, Blonay (revised)",Modern,hindemith-paul-neues-vom-tage
"1922, Op.26","Hindemith, Paul",1921 (June) - 1922 (May),Modern,hindemith-paul-1922-op26
"Nobilissima Visione, Konzert-Suite","Hindemith, Paul","1938-08, Bluche",Modern,hindemith-paul-nobilissima-visione-konzertsuite
Nobilissima Visione,"Hindemith, Paul",1938 (January - 04 February) (music)1938/02/12 (piano reduction completed),Modern,hindemith-paul-nobilissima-visione
Nuptiae factae sunt,"Hindemith, Paul",1944,Modern,hindemith-paul-nuptiae-factae-sunt
Nusch-Nuschi Tänze,"Hindemith, Paul",1920 Fall,Modern,hindemith-paul-nuschnuschi-tnze
"Das Nusch-Nuschi, Op.20","Hindemith, Paul","1919 Summer, Frankfurt; 1920-08-14, Mallmitz.",Modern,hindemith-paul-das-nuschnuschi-op20
Oboe Sonata,"Hindemith, Paul","1938 June, Chandolin",Modern,hindemith-paul-oboe-sonata
Octet,"Hindemith, Paul",1957-58,Modern,hindemith-paul-octet
Old Irish Air,"Hindemith, Paul",1940,Modern,hindemith-paul-old-irish-air
Organ Concerto,"Hindemith, Paul",1962 August-1963 Feburary,Modern,hindemith-paul-organ-concerto
Organ Sonata No.1,"Hindemith, Paul","1937 June, Berlin",Modern,hindemith-paul-organ-sonata-no1
Organ Sonata No.2,"Hindemith, Paul",1937 (June-July) in Berlin,Modern,hindemith-paul-organ-sonata-no2
Organ Sonata No.3,"Hindemith, Paul",1940,Modern,hindemith-paul-organ-sonata-no3
Pastores loquebantur,"Hindemith, Paul",1944,Modern,hindemith-paul-pastores-loquebantur
Philharmonic Concerto,"Hindemith, Paul","1932 Feburary-March (completed March 12th), S.S. Ausonia (on a trip between Genoa and Cairo)",Modern,hindemith-paul-philharmonic-concerto
Piano Concerto,"Hindemith, Paul","1945 August, Millbridge, Minnesota1945-11-29, New Haven. (Full Score)1946-07-20, Agua Blanca, Mexico (Piano Reduction)",Modern,hindemith-paul-piano-concerto
Piano Sonata No.1,"Hindemith, Paul",1936 (begun in Ankara)1936-06-29 (complete)1936-07-17 in Berlin,Modern,hindemith-paul-piano-sonata-no1
Piano Sonata No.2,"Hindemith, Paul","1936 July, Berlin",Modern,hindemith-paul-piano-sonata-no2
Piano Sonata No.3,"Hindemith, Paul",1936 July-August,Modern,hindemith-paul-piano-sonata-no3
"Piano Sonata, Op.17","Hindemith, Paul",1920 (Early),Modern,hindemith-paul-piano-sonata-op17
4 Pieces for Bassoon and Cello,"Hindemith, Paul","1941 March, New Haven",Modern,hindemith-paul-4-pieces-for-bassoon-and-cello
"3 Pieces for Cello and Piano, Op.8","Hindemith, Paul",1917-03-06,Modern,hindemith-paul-3-pieces-for-cello-and-piano-op8
8 Pieces for Solo Flute,"Hindemith, Paul",1927,Modern,hindemith-paul-8-pieces-for-solo-flute
Pittsburgh Symphony,"Hindemith, Paul",1958 (Fall-November) in Blonay,Modern,hindemith-paul-pittsburgh-symphony
Plöner Musiktag Suite,"Hindemith, Paul",1932,Modern,hindemith-paul-plner-musiktag-suite
"Sancta Susanna, Op.21","Hindemith, Paul",1921/01/19 - 1921/02/05,Modern,hindemith-paul-sancta-susanna-op21
"Schulwerk für Instrumental-Zusammenspiel, Op.44","Hindemith, Paul","1927 March-April (Whole Work) No.2: 1927-03-31, Fulda. No.3: 1927 April, Frankfurt. No.4: 1927 March-April.",Modern,hindemith-paul-schulwerk-fr-instrumentalzusammenspiel-op44
Der Schwanendreher,"Hindemith, Paul","1935 early October, Brenden, Winterthur, and Berlin  1935-10-13: (score completed)1936-07-19: (piano reduction completed)1936-08-10: (Revision of finale completed; score and piano reduction)",Modern,hindemith-paul-der-schwanendreher
Septet,"Hindemith, Paul",1948,Modern,hindemith-paul-septet
"Die Serenaden, Op.35","Hindemith, Paul","1924 June-July, Frankfurt and Donaueschlingen.",Modern,hindemith-paul-die-serenaden-op35
Sine musica nulla disciplina,"Hindemith, Paul",1944,Modern,hindemith-paul-sine-musica-nulla-disciplina
Sinfonietta in E major,"Hindemith, Paul",1949/50,Modern,hindemith-paul-sinfonietta-in-e-major
"Sing und Spielmusik für Liebhaber und Musikfreunde, Op.45","Hindemith, Paul","1928-29, 43, 50 (Whole Opus)  No.1/a. 1928-01-15, Berlin No.1/b. 1943 July Dame Music: 1950 March No.2. 1928 January  No.4. ca.1929 October  No.5. 1929?",Modern,hindemith-paul-sing-und-spielmusik-fr-liebhaber-und-musikfreunde-op45
Sonata for 2 Pianos,"Hindemith, Paul",1942 (August 24-28),Modern,hindemith-paul-sonata-for-2-pianos
Sonata for 4 Horns,"Hindemith, Paul",1952,Modern,hindemith-paul-sonata-for-4-horns
Sonata for Piano 4 Hands,"Hindemith, Paul",1938,Modern,hindemith-paul-sonata-for-piano-4-hands
A Song of Music,"Hindemith, Paul","1940 March or April, Wells College, Aurora, NY",Modern,hindemith-paul-a-song-of-music
5 Songs on Old Text,"Hindemith, Paul",1937 (February-March) in Frankfurt am Main and Berlin (Nos.2-5)1938-04-21 in Frankfurt am Main (No.1),Modern,hindemith-paul-5-songs-on-old-text
2 Songs,"Hindemith, Paul",1955-01-30 in Blonay,Modern,hindemith-paul-2-songs
"Spielmusik, Op.43 No.1","Hindemith, Paul",1926 October-1927 January,Modern,hindemith-paul-spielmusik-op43-no1
Spruch eines Fahrenden,"Hindemith, Paul",1928,Modern,hindemith-paul-spruch-eines-fahrenden
"String Quartet No.1, Op.2","Hindemith, Paul",1914-15 (completed score 1915 March/April),Modern,hindemith-paul-string-quartet-no1-op2
"String Quartet No.2, Op.10","Hindemith, Paul",1918 in Alsace,Modern,hindemith-paul-string-quartet-no2-op10
"String Quartet No.3, Op.16","Hindemith, Paul",1920,Modern,hindemith-paul-string-quartet-no3-op16
"String Quartet No.4, Op.22","Hindemith, Paul",1921,Modern,hindemith-paul-string-quartet-no4-op22
"String Quartet No.5, Op.32","Hindemith, Paul",1923,Modern,hindemith-paul-string-quartet-no5-op32
String Quartet No.6,"Hindemith, Paul",1943 May (approx. May 2–16),Modern,hindemith-paul-string-quartet-no6
String Quartet No.7,"Hindemith, Paul",1944 December–1945 December 30,Modern,hindemith-paul-string-quartet-no7
"String Trio No.1, Op.34","Hindemith, Paul",1924,Modern,hindemith-paul-string-trio-no1-op34
String Trio No.2,"Hindemith, Paul",1933,Modern,hindemith-paul-string-trio-no2
Suite französischer Tänze,"Hindemith, Paul",1948,Modern,hindemith-paul-suite-franzsischer-tnze
Symphonia Serena,"Hindemith, Paul","1946 November-December, New Haven",Modern,hindemith-paul-symphonia-serena
Symphonic Dances,"Hindemith, Paul",1937,Modern,hindemith-paul-symphonic-dances
Symphonic Metamorphosis of Themes by Carl Maria von Weber,"Hindemith, Paul",1943-08-29,Modern,hindemith-paul-symphonic-metamorphosis-of-themes-by-carl-maria-von-weber
Symphony in B-flat,"Hindemith, Paul","1951 February to March, New Haven",Modern,hindemith-paul-symphony-in-bflat
Symphony in E-flat major,"Hindemith, Paul",1940 Summer-December,Modern,hindemith-paul-symphony-in-eflat-major
"Tanzstücke, Op.19","Hindemith, Paul",1919-121920-08,Modern,hindemith-paul-tanzstcke-op19
Tenor Horn Sonata,"Hindemith, Paul",1943-09,Modern,hindemith-paul-tenor-horn-sonata
Der Tod,"Hindemith, Paul",1931-09-30,Modern,hindemith-paul-der-tod
"Des Todes Tod, Op.23a","Hindemith, Paul",1922,Modern,hindemith-paul-des-todes-tod-op23a
Trauermusik,"Hindemith, Paul","1936-01-21(20?), London",Modern,hindemith-paul-trauermusik
"Trio for Viola, Heckelphone and Piano, Op.47","Hindemith, Paul",1928,Modern,hindemith-paul-trio-for-viola-heckelphone-and-piano-op47
Trombone Sonata,"Hindemith, Paul","1941 September-October 6, New Haven",Modern,hindemith-paul-trombone-sonata
Trumpet Sonata,"Hindemith, Paul","1939 November, Bluche",Modern,hindemith-paul-trumpet-sonata
Tuba Sonata,"Hindemith, Paul","1955 January, Blonay",Modern,hindemith-paul-tuba-sonata
Tuttifäntchen Suite,"Hindemith, Paul",1925 - Orchestral Suite,Modern,hindemith-paul-tuttifntchen-suite
Tuttifäntchen,"Hindemith, Paul",1922-10,Modern,hindemith-paul-tuttifntchen
Über das Frühjahr,"Hindemith, Paul",1929,Modern,hindemith-paul-ber-das-frhjahr
Übungen für Geiger,"Hindemith, Paul",1926,Modern,hindemith-paul-bungen-fr-geiger
Das Unaufhörliche,"Hindemith, Paul",1931 (January) - 1931 (June 25) in Berlin,Modern,hindemith-paul-das-unaufhrliche
Variationen über ein altes Tanzlied,"Hindemith, Paul",1939-10-27 in Bluche,Modern,hindemith-paul-variationen-ber-ein-altes-tanzlied
Videt Joannes Jesum venientem,"Hindemith, Paul",1959,Modern,hindemith-paul-videt-joannes-jesum-venientem
"Viola Sonata, IPH 172","Hindemith, Paul",1938 July-1939-04-13,Modern,hindemith-paul-viola-sonata-iph-172
"Viola Sonata, Op.11 No.4","Hindemith, Paul","1919-02-27/1919-03-09, Frankfurt",Modern,hindemith-paul-viola-sonata-op11-no4
"Viola Sonata, Op.11 No.5","Hindemith, Paul",1919-07-21 in Noordwijk,Modern,hindemith-paul-viola-sonata-op11-no5
"Viola Sonata, Op.25 No.1","Hindemith, Paul",1922 (March),Modern,hindemith-paul-viola-sonata-op25-no1
"Viola Sonata, Op.25 No.4","Hindemith, Paul",1922 June and November,Modern,hindemith-paul-viola-sonata-op25-no4
"Viola Sonata, Op.31 No.4","Hindemith, Paul",1923-08 in Donaueschingen,Modern,hindemith-paul-viola-sonata-op31-no4
Viola Sonata,"Hindemith, Paul",1937,Modern,hindemith-paul-viola-sonata
Violin Concerto,"Hindemith, Paul",1939 (June-July),Modern,hindemith-paul-violin-concerto
Violin Sonata in C major,"Hindemith, Paul","1939 Early September, Bluche",Modern,hindemith-paul-violin-sonata-in-c-major
Violin Sonata in E major,"Hindemith, Paul",1935 August,Modern,hindemith-paul-violin-sonata-in-e-major
"Violin Sonata, Op.11 No.1","Hindemith, Paul",1918 May (-1919?),Modern,hindemith-paul-violin-sonata-op11-no1
"Violin Sonata, Op.11 No.2","Hindemith, Paul",1918 (September-November),Modern,hindemith-paul-violin-sonata-op11-no2
"Violin Sonata, Op.31 No.1","Hindemith, Paul",1924 March to April,Modern,hindemith-paul-violin-sonata-op31-no1
"Violin Sonata, Op.31 No.2","Hindemith, Paul",1924-04-07 on the train between Hannover and Frankfurt,Modern,hindemith-paul-violin-sonata-op31-no2
Vision des Mannes,"Hindemith, Paul",1930,Modern,hindemith-paul-vision-des-mannes
"8 Walzer, Op.6","Hindemith, Paul",1916-07-08 in Schwarzwald,Modern,hindemith-paul-8-walzer-op6
When Lilacs last in the Door-yard Bloom'd,"Hindemith, Paul","1946, New Haven1946-03-20 (Vocal Score Completed)1946-04-20 (Full Score Completed)1947-10-17 (German Translation Completed)",Modern,hindemith-paul-when-lilacs-last-in-the-dooryard-bloomd
Wir bauen eine Stadt,"Hindemith, Paul",1930 (March) in Berlin (full score)1930/31 (piano suite),Modern,hindemith-paul-wir-bauen-eine-stadt
"Abraham and Isaac, K101","Stravinsky, Igor",1962-63,Early 20th century,stravinsky-igor-abraham-and-isaac-k101
"Agon, K088","Stravinsky, Igor",1954-57,Early 20th century,stravinsky-igor-agon-k088
"Anthem, K096","Stravinsky, Igor",1962,Early 20th century,stravinsky-igor-anthem-k096
"Apollon musagète, K048","Stravinsky, Igor",1927/07/16 - 1928/01/21 (Original)1947/09/26 (Revised),Early 20th century,stravinsky-igor-apollon-musagte-k048
"Ave Maria, K057","Stravinsky, Igor",,Early 20th century,stravinsky-igor-ave-maria-k057
"Babel, K068","Stravinsky, Igor",1944,Early 20th century,stravinsky-igor-babel-k068
"Le baiser de la fée, K049","Stravinsky, Igor",1928,Early 20th century,stravinsky-igor-le-baiser-de-la-fe-k049
"Berceuses du chat, K022","Stravinsky, Igor",1915-16,Early 20th century,stravinsky-igor-berceuses-du-chat-k022
"Canon on a Popular Russian Tune, K105","Stravinsky, Igor",1965,Early 20th century,stravinsky-igor-canon-on-a-popular-russian-tune-k105
"Cantata, K079","Stravinsky, Igor",1951-52,Early 20th century,stravinsky-igor-cantata-k079
"Canticum sacrum, K086","Stravinsky, Igor",1955,Early 20th century,stravinsky-igor-canticum-sacrum-k086
"Capriccio, K050","Stravinsky, Igor",1928-29,Early 20th century,stravinsky-igor-capriccio-k050
